id	label	query
0_3_12	3	select teaches.course_id,course.title,teaches.id from teaches,course where (teaches.course_id = course.course_id) and (teaches.year = '2010' and teaches.semester = 'spring')
0_3_13	3	select course.course_id,course.title,instructor.id from course,instructor,takes where course.dept_name=instructor.dept_name and takes.course_id=course.course_id and takes.semester='spring' and takes.year='2010'
0_3_14	3	select section.course_id,course.title,teaches.id from course,section,teaches where section.course_id=course.course_id and section.course_id=teaches.course_id and section.sec_id=teaches.sec_id and section.semester=teaches.semester and section.year=teaches.year and section.semester='spring' and section.year='2010'
0_3_15	3	select course.course_id,title,teaches.id from course,teaches where semester = 'spring' and year = 2010 and course.course_id = teaches.course_id
0_3_16	3	select course.course_id,teaches.id,course.title from course,teaches where teaches.semester='spring' and teaches.year='2010'
0_3_17	3	select section.course_id,teaches.id,course.title from section,course,teaches where section.year = 2010 and section.semester = 'spring' and section.course_id = course.course_id and section.course_id = teaches.course_id
0_3_18	3	select course_id,title,instructor.id from teaches,course where teaches.course_id = course.course_id and teaches.semester ='spring' and teaches.year = '2010'
0_3_19	3	select distinct course.course_id,title,id from course,teaches,section where section.year = 2010 and section.course_id = course.course_id and teaches.course_id = course.course_id and teaches.semester= 'spring'
0_3_20	3	select teaches.course_id,course.title,teaches.id from teaches,course,section where course.course_id=section.course_id and section.course_id=teaches.course_id and section.sec_id=teaches.sec_id and section.semester=teaches.semester and section.year=teaches.year and section.semester='spring' and section.year=2010
0_3_21	3	select teaches.course_id,course.title,teaches.id from teaches,course where teaches.semester = 'spring' and teaches.year = '2010' and teaches.course_id = course.course_id
0_3_22	3	select course.course_id,title,id from course,teaches where semester = 'spring' and year = '2010'and course.course_id=teaches.course_id
0_3_23	3	select course.course_id,course.title,instructor.id from teaches,course,instructor where course.course_id=teaches.course_id and instructor.id= teaches.id and teaches.semester='spring' and teaches.year=2010
0_3_24	3	select distinct teaches.course_id,course.title,teaches.id as instructor_id from course,instructor,teaches,section where teaches.course_id = section.course_id and section.course_id = course.course_id and instructor.id = teaches.id and teaches.year = '2010' and teaches.semester = 'spring'
0_3_25	3	select course.course_id,course.title,teaches.id from teaches,course where teaches.year = '2010' and teaches.semester = 'spring' and teaches.course_id = course.course_id
0_3_26	3	select distinct course.course_id,course.title,teaches.id from course,teaches where course.course_id=teaches.course_id and teaches.semester='spring' and teaches.year=2010
0_3_27	3	select teaches.course_id,course.title,teaches.id as instructorid from course,instructor,teaches where teaches.id = instructor.id and teaches.course_id = course.course_id and teaches.semester = 'spring' and teaches.year = '2010'
0_3_28	3	select course_id,title,id from course natural join teaches natural join section where semester='spring' and year='2010'
0_3_29	3	select distinct course.course_id,title,id from course,teaches,section where section.year=2010 and teaches.semester='spring' and section.course_id = course.course_id and teaches.course_id=course.course_id
0_3_30	3	select distinct teaches.course_id,course.title,teaches.id from teaches,course,takes where teaches.semester='spring' and teaches.year='2010' and course.course_id = teaches.course_id
0_3_31	3	select course.course_id,title,id instructor_id from teaches,course where course.course_id=teaches.course_id and teaches.year=2010 and teaches.semester='spring'
0_3_32	3	select distinct course.course_id,title,id from course,teaches where course.course_id=teaches.course_id and year = 2010 and semester='spring'
0_3_33	3	select course.course_id,course.title,teaches.id from course,teaches where course.course_id = teaches.course_id and semester='spring' and year=2010
0_3_34	3	select teaches.course_id,course.title,teaches.id from course,teaches where (teaches.semester = 'spring' and teaches.year = 2010) and (course.course_id = teaches.course_id)
0_3_35	3	select teaches.course_id,title,id from teaches,course where course.course_id = teaches.course_id and teaches.semester = 'spring' and teaches.year = 2010
0_3_36	3	select course.course_id,title,instructor.id from course,instructor,teaches where teaches.id=instructor.id and course.course_id=teaches.course_id and teaches.semester='spring' and teaches.year=2010
0_3_37	3	select section.course_id,course.title,teaches.id from section,course,teaches where section.semester = 'spring' and section.year = 2010 and teaches.course_id = section.course_id and course.course_id = section.course_id
0_3_38	3	select course_id,course.title,id instructor_id from course natural join teaches where semester = 'spring' and year = 2010
0_3_39	3	select course.course_id,title,teaches.id from course,teaches where course.course_id=teaches.course_id and teaches.semester='spring' and teaches.year='2010'
0_3_40	3	select teaches.course_id,course.title,teaches.id from course,teaches where course.course_id = teaches.course_id and teaches.year = 2010 and teaches.semester = 'spring'
0_3_41	3	select teaches.course_id,title,id from teaches,course where teaches.course_id = course.course_id and semester = 'spring' and year = '2010'
0_3_42	3	select distinct course.course_id,course.title,teaches.id from course,teaches where course.course_id=teaches.course_id and teaches.semester='spring' and teaches.year='2010'
0_3_43	3	select teaches.id,teaches.course_id,course.title from teaches,course where teaches.semester='spring' and teaches.year='2010' and teaches.course_id=course.course_id
0_3_44	3	select course.course_id,title,teaches.id from course,teaches where semester = 'spring' and year = '2010' and course.course_id = teaches.course_id
0_3_45	3	select teaches.course_id,course.title,teaches.id from teaches,section,course where teaches.course_id = section.course_id and section.course_id = course.course_id and teaches.year = section.year and teaches.sec_id = section.sec_id and teaches.semester = section.semester and teaches.semester = 'spring' and teaches.year = 2010
0_3_46	3	select teaches.course_id,title,id from course,teaches where year = '2010' and semester = 'spring' and teaches.course_id = course.course_id
0_3_47	3	select course.course_id,course.title,instructor.id from instructor,teaches,section,course where instructor.id = teaches.id and teaches.course_id = section.course_id and teaches.sec_id = section.sec_id and teaches.semester = section.semester and teaches.year = section.year and section.course_id = course.course_id and section.year = 2010 and section.semester = 'spring'
0_3_48	3	select course.course_id,course.title,teaches.id from course,teaches where course.course_id = teaches.course_id and teaches.semester = 'spring' and teaches.year= 2010
0_3_49	3	select course.course_id,course.title,teaches.id from course,section,teaches where course.course_id=section.course_id and section.sec_id=teaches.sec_id and teaches.course_id = section.course_id and section.semester = teaches.semester and section.year = teaches.year and course.course_id = teaches.course_id and section.semester = 'spring' and section.year = 2010
0_3_50	3	select course.course_id,course.title,teaches.id from section,teaches,course where course.course_id = section.course_id and teaches.course_id = section.course_id and teaches.sec_id = section.sec_id and teaches.semester = section.semester and teaches.year = section.year and section.semester = 'spring' and section.year = 2010
0_3_51	3	select course.course_id,course.title,instructor.id from course,instructor,section where section.year=2010 and section.semester='spring'
0_3_52	3	select teaches.course_id,title,id instructor_id from teaches,course where semester = 'spring' and year = 2010 and teaches.course_id = course.course_id
0_3_53	3	select course.course_id,course.title,teaches.id from course,teaches where course.course_id = teaches.course_id and teaches.semester = 'spring' and teaches.year = '2010'
0_3_54	3	select distinct course.course_id,course.title,teaches.id from course,section,teaches where section.year=2010 and section.semester='spring' and section.course_id=course.course_id and teaches.course_id=section.course_id and teaches.sec_id=section.sec_id and teaches.semester=section.semester and teaches.year=section.year
0_3_55	3	select course_id,title,id from course natural join teaches where semester='spring' and year=2010
0_3_56	3	select teaches.id,teaches.course_id,course.course_id from teaches,course where teaches.course_id = course.course_id and year = 2010 and semester = 'spring'
0_3_57	3	select course.course_id,course.title,teaches.id from course,teaches where course.course_id = teaches.course_id and teaches.semester = 'spring' and teaches.year = 2010
0_3_58	3	select section.course_id,course.course_id,teaches.id from section,course,teaches where section.semester = 'spring' and section.year = '2010' and course.course_id = section.course_id and teaches.course_id = section.course_id and teaches.sec_id = section.sec_id and teaches.semester = 'spring' and teaches.year = '2010'
0_3_59	3	select course.course_id,course.title,teaches.id from course,teaches where course.course_id=teaches.course_id and teaches.semester='spring' and teaches.year='2010'
0_3_60	3	select course.course_id,course.title,teaches.id from course,teaches where course.course_id = teaches.course_id and semester = 'spring' and year = '2010'
0_3_61	3	select teaches.course_id,title,id from course,teaches where teaches.course_id = course.course_id and year = 2010 and semester = 'spring'
0_3_62	3	select course.course_id,course.title,teaches.id from teaches,course where teaches.semester='spring' and teaches.year=2010 and teaches.course_id=course.course_id
0_3_63	3	select teaches.course_id,course.title,instructor.name from course,instructor,teaches where course.course_id = teaches.course_id and teaches.year = 2010 and teaches.semester = 'spring' and teaches.id=instructor.id
0_3_64	3	select course_id,title,id as instructor_id from course natural join teaches where semester='spring' and year='2010'
0_3_65	3	select course_id,title,id from teaches natural join section natural join course where semester = 'spring' and year = 2010
0_3_66	3	select course.course_id,course.title,takes.id from course,section,takes where course.course_id = section.course_id and section.year = 2010 and section.semester = 'spring' and course.course_id = takes.course_id and takes.semester = 'spring'
0_4_1	4	select distinct takes.id,student.name from takes,student where takes.id = student.id and takes.course_id = 'cs-101'
0_4_2	4	select id,name from takes natural join student where course_id = 'cs-101'
0_4_3	4	select takes.id,student.name from takes,student where takes.course_id = 'cs-101' and takes.id = student.id
0_4_4	4	select student.id,student.name from student,takes where takes.course_id = 'cs-101' and takes.id = student.id
0_4_5	4	select student.id,name from student,course,takes where (student.id=takes.id and course.course_id=takes.course_id) and takes.course_id='cs-101'
0_4_6	4	select distinct id,name from student natural join takes where course_id='cs-101'
0_4_7	4	select distinct student.id,student.name from student,takes where student.id=takes.id and course_id='cs-101'
0_4_8	4	select distinct id,name from student natural join takes where takes.course_id= 'cs-101'
0_4_9	4	select distinct student.id,name from student,takes where takes.course_id = 'cs-101' and student.id = takes.id
0_4_10	4	select distinct student.id,student.name from takes,student where student.id=takes.id and course_id='cs-101'
0_4_11	4	select distinct id,name from student natural join takes where course_id = 'cs-101'
0_4_12	4	select student.id,name from student,takes where student.id = takes.id and takes.course_id = 'cs-101'
0_4_13	4	select student.id,student.name from student,takes where student.id=takes.id and takes.course_id='cs-101' and takes.year < 2011
0_4_14	4	select student.id,student.name from takes,student where takes.course_id='cs-101' and takes.id=student.id
0_4_15	4	select student.id,student.name from takes,student where takes.id=student.id and takes.course_id='cs-101'
0_4_16	4	select distinct id,name from student natural join takes where takes.course_id = 'cs-101'
0_4_17	4	select student.id,student.name from student,takes where student.id = takes.id and course_id = 'cs-101'
0_4_18	4	select distinct student.id,student.name from student,takes where student.id = takes.id and takes.course_id = 'cs-101'
0_4_19	4	select student.id,name from student,takes where student.id=takes.id and course_id='cs-101'
0_4_20	4	select student.id,student.name from student,takes where student.id = takes.id and takes.course_id = 'cs-101'
0_4_21	4	select distinct id,name from (student natural join takes ) where course_id = 'cs-101'
0_4_22	4	select takes.id,name from student,takes where takes.id=student.id and takes.course_id='cs-101'
0_4_23	4	select distinct student.id,name from student,takes where takes.id=student.id and takes.course_id='cs-101'
0_4_24	4	select distinct takes.id,student.name from student,takes where student.id = takes.id and takes.course_id='cs-101'
0_4_25	4	select id,name from student natural join takes where course_id='cs-101'
0_4_26	4	select distinct takes.id,student.name from takes,student where takes.id=student.id and takes.course_id='cs-101'
0_4_27	4	select * from (select id from takes where course_id ='cs-101') arbit join (select name,id from student) arbit1 on arbit.id=arbit1.id
0_4_28	4	select distinct id,name from (student natural join takes) where course_id = 'cs-101'
0_4_29	4	select student.id,name from student,takes where course_id = 'cs-101'and student.id = takes.id
0_4_30	4	select distinct student.id,student.name from student,takes where takes.id = student.id and takes.course_id = 'cs-101'
0_4_31	4	select distinct takes.id,student.name from takes,student where takes.course_id = 'cs-101' and takes.id = student.id
0_4_32	4	select distinct id,name from student natural join takes where takes.course_id='cs-101'
0_4_33	4	select distinct student.id,name from student,takes where course_id='cs-101' and student.id=takes.id
0_4_34	4	select distinct student.id,name from student,takes where takes.id = student.id and course_id = 'cs-101'
0_4_35	4	select distinct student.name from student,takes where student.id=takes.id and takes.course_id='cs-101'
0_4_36	4	select student.id,student.name from student,takes where student.id=takes.id and course_id='cs-101'
0_4_37	4	select student.id,student.name from takes,student where takes.id = student.id and takes.course_id = 'cs-101'
0_4_38	4	select distinct student.id,student.name from student,takes where student.id=takes.id and takes.course_id='cs-101'
0_4_39	4	select distinct student.id,student.name from takes,student where takes.course_id = 'cs-101' and takes.id = student.id
0_4_40	4	select distinct id,name from takes natural join student where course_id='cs-101'
0_4_41	4	select distinct id,name from takes natural join student where course_id = 'cs-101'
0_4_42	4	select distinct student.id,student.name from student,takes where takes.course_id='cs-101' and takes.id = student.id
0_4_43	4	select distinct student.id,student.name from takes,student where takes.course_id='cs-101' and takes.id=student.id
0_4_44	4	select distinct takes.id,student.name from student,takes where takes.id = student.id and takes.course_id = 'cs-101'
0_4_45	4	select student.id,name from student,takes where student.id=takes.id and takes.course_id='cs-101'
0_4_46	4	select distinct student.id,student.name from student,takes where takes.course_id='cs-101' and student.id=takes.id
0_4_47	4	select distinct takes.id,name from takes,student where student.id=takes.id and course_id='cs-101'
0_4_48	4	select distinct student.id,student.name from student,takes where takes.course_id='cs-101'
0_4_49	4	select id,name from student natural join takes where course_id = 'cs-101'
0_4_50	4	select student.id,student.name from student,takes where takes.id=student.id and takes.course_id='cs-101'
0_4_51	4	select id from (student natural join takes) where course_id = 'cs-101'
0_5_1	5	select distinct course.dept_name from course,takes where course.course_id=takes.course_id and takes.semester='spring' and takes.year='2010'
0_5_2	5	select distinct course.dept_name from course,section where section.semester= 'spring' and section.course_id = course.course_id and section.year = '2010'
0_5_3	5	select distinct department.dept_name from department,section where section.year = 2010 and section.semester = 'spring'
0_5_4	5	select distinct dept_name from teaches,course where teaches.course_id = course.course_id and semester = 'spring' and year = 2010
0_5_5	5	select distinct course.dept_name from course,section where section.semester = 'spring' and section.year = '2010' and course.course_id = section.course_id
0_5_6	5	select distinct dept_name from section,course where section.course_id = course.course_id and section.year = 2010 and section.semester = 'spring'
0_5_7	5	select distinct instructor.dept_name from teaches,instructor where teaches.semester='spring' and teaches.year='2010' and teaches.id=instructor.id
0_5_8	5	select distinct dept_name from course,section where course.course_id = section.course_id and semester = 'spring' and year = '2010'
0_5_9	5	select distinct dept_name from course,section where semester='spring' and year='2010' and course.course_id=section.course_id
0_5_10	5	select distinct course.dept_name from course,section where (section.semester = 'spring' and year=2010 ) and (course.course_id = section.course_id)
0_5_11	5	select distinct course.dept_name from course,section where section.year = 2010 and section.semester = 'spring' and section.course_id=course.course_id
0_5_12	5	select distinct department.dept_name from department,course,teaches where teaches.semester = 'spring' and teaches.year = 2010 and department.dept_name = course.dept_name and teaches.course_id = course.course_id
0_5_13	5	select distinct dept_name from course natural join section where semester = 'spring' and year = '2010'
0_5_14	5	select distinct department.dept_name from department,course,teaches where course.course_id=teaches.course_id and semester='spring' and year='2010'
0_5_15	5	select distinct course.dept_name from course,section where course.course_id = section.course_id and section.semester='spring' and section.year='2010'
0_5_16	5	select distinct department.dept_name from section,course,department where section.course_id = course.course_id and course.dept_name = department.dept_name and section.year = '2010' and section.semester = 'spring'
0_5_17	5	select distinct course.dept_name from section,course where semester='spring' and year=2010 and course.course_id=section.course_id
0_5_18	5	select distinct dept_name from instructor,teaches where teaches.semester = 'spring' and teaches.year = 2010 and teaches.id = instructor.id
0_5_19	5	select distinct course.dept_name from section,course where section.course_id = course.course_id and section.year = 2010 and section.semester = 'spring'
0_5_20	5	select distinct course.dept_name from course,teaches where course.course_id = teaches.course_id and teaches.semester = 'spring' and teaches.year = '2010'
0_5_21	5	select course.dept_name from course,section where course.course_id=section.course_id and semester='spring' and year=2010
0_5_22	5	select distinct dept_name from section,course where course.course_id=section.course_id and (section.year=2010 and section.semester='spring')
0_5_23	5	select distinct dept_name from course,section where course.course_id=section.course_id and year = 2010 and semester = 'spring'
0_5_24	5	select distinct course.dept_name from course,section where semester='spring' and year='2010' and course.course_id=section.course_id
0_5_25	5	select distinct dept_name from course natural join section where semester = 'spring' and year = 2010
0_5_26	5	select distinct course.dept_name from section,course where section.year = '2010' and section.semester = 'spring' and section.course_id = course.course_id
0_5_27	5	select distinct dept_name from section natural join course where semester='spring' and year='2010'
0_5_28	5	select distinct dept_name from section,course where section.year = '2010' and section.semester = 'spring' and section.course_id = course.course_id
0_5_29	5	select distinct dept_name from (select course.dept_name,section.course_id from course,section where section.semester= 'spring' and section.year='2010' and section.course_id=course.course_id ) as s
0_5_30	5	select dept_name from department,section where year='2010' and semester='spring'
0_5_31	5	select distinct course.dept_name from course,section where course.course_id=section.course_id and section.semester='spring' and section.year=2010
0_5_32	5	select distinct dept_name from section natural join course natural join department where semester='spring' and year='2010'
0_5_33	5	select distinct department.dept_name from course,department,section where course.dept_name = department.dept_name and course.course_id = section.course_id and section.semester = 'spring' and section.year = 2010
0_5_34	5	select distinct instructor.dept_name from teaches,instructor where teaches.id = instructor.id and teaches.semester = 'spring' and teaches.year = '2010'
0_5_35	5	select distinct course.dept_name from section,course where section.course_id = course.course_id and section.semester = 'spring' and section.year = 2010
0_5_36	5	select distinct course.dept_name from course,section where section.semester='spring' and section.course_id=course.course_id and section.year=2010
0_5_37	5	select distinct dept_name from course,section where course.course_id = section.course_id and year = 2010 and semester = 'spring'
0_5_38	5	select distinct course.dept_name from section,course where section.course_id = course.course_id and section.year = '2010' and section.semester = 'spring'
0_5_39	5	select distinct teaches.course_id from course,teaches where teaches.course_id = course.course_id and teaches.semester = 'spring' and teaches.year = '2010'
0_5_40	5	select distinct course.dept_name from course,section where course.course_id=section.course_id and section.semester='spring' and section.year='2010'
0_5_41	5	select distinct dept_name from teaches,instructor where teaches.semester='spring' and teaches.year='2010' and teaches.id=instructor.id
0_5_42	5	select department.dept_name from department,section,course where course.dept_name = department.dept_name and section.course_id = course.course_id and section.semester = 'spring'
0_5_43	5	select distinct dept_name from course,section where section.semester='spring' and section.year=2010 and section.course_id = course.course_id
0_5_44	5	select distinct dept_name from section,course where section.course_id = course.course_id and semester = 'spring' and year = '2010'
0_5_45	5	select department.dept_name from department,course,section where section.course_id = course.course_id and course.dept_name = department.dept_name and section.semester = 'spring' and section.year = 2010
0_5_46	5	select distinct dept_name from section,course where course.course_id = section.course_id and section.semester = 'spring' and section.year = 2010
0_5_47	5	select distinct department.dept_name from section,course,department where section.course_id = course.course_id and course.dept_name = department.dept_name and semester = 'spring' and year = 2010
0_5_48	5	select distinct course.dept_name from course,section where course.course_id = section.course_id and section.semester = 'spring' and section.year = 2010
0_5_49	5	select distinct dept_name from course where course_id in (select course_id from takes where semester = 'spring' and year = 2010)
0_5_50	5	select distinct dept_name from section,course where section.course_id=course.course_id and semester='spring' and year= '2010'
0_5_51	5	select distinct course.dept_name from course,section where section.year='2010' and section.semester='spring'
0_5_52	5	select distinct instructor.dept_name from instructor join teaches on instructor.id = teaches.id and teaches.semester = 'spring' and teaches.year = '2010'
0_5_53	5	select distinct dept_name from course,section where course.course_id = section.course_id and semester = 'spring' and year='2010'
0_5_54	5	select distinct department.dept_name from section,course,department where section.semester='spring' and section.year=2010 and section.course_id=course.course_id and course.dept_name=department.dept_name
0_5_55	5	select distinct department.dept_name from department,course,section where section.course_id=course.course_id and course.dept_name=department.dept_name and section.semester='spring' and section.year=2010
0_5_56	5	select distinct department.dept_name from course,department where course.dept_name=department.dept_name
0_5_57	5	select distinct course.dept_name from course,section where section.semester = 'spring' and section.year = '2010' and section.course_id = course.course_id
0_5_58	5	select distinct course.dept_name from course,section where section.course_id = course.course_id and section.semester = 'spring' and section.year = 2010
0_5_59	5	select distinct dept_name from course,section where section.course_id=course.course_id and section.semester='spring' and section.year='2010'
0_5_60	5	select distinct course.dept_name from course,teaches where course.course_id = teaches.course_id and teaches.semester = 'spring' and teaches.year = 2010
0_5_61	5	select distinct dept_name from course,section where course.course_id = section.course_id and section.semester = 'spring'and section.year = 2010
0_5_62	5	select distinct course.dept_name from course,teaches where teaches.semester = 'spring' and teaches.year ='2010' and teaches.course_id = course.course_id
0_5_63	5	select distinct course.dept_name from course,section where course.course_id = section.course_id and section.year = 2010 and section.semester = 'spring'
0_5_64	5	select distinct department.dept_name from department,section where section.semester='spring' and section.year='2010'
0_5_65	5	select distinct course.dept_name from course,section where section.course_id = course.course_id and section.semester = 'spring' and year = '2010'
0_5_66	5	select distinct course.dept_name from course,section where course.course_id = section.course_id and section.semester = 'spring' and section.year = '2010'
0_5_67	5	select distinct course.dept_name from section,course where section.course_id = course.course_id and semester = 'spring' and year = '2010'
1_1_1	6	select course.course_id,course.title from course where course.credits > 3
1_1_2	6	select course_id,title from course where credits >3
1_1_3	6	select course.course_id,course.title from course where credits >3
1_1_4	6	select course_id,title from course where course.credits > 3
1_1_5	6	select course_id,title from course where credits > 3
1_1_6	6	select course_id,title from course where credits>3
1_1_7	6	select course_id,title,credits from course where credits > 3
1_1_8	6	select course_id,title from course where credits < 3
1_1_9	6	select course_id,title from course where course.credits >3
1_1_10	6	select course_id,title from course where credit > 3
1_1_11	6	select id,title from course where credits > 3
1_2_1	7	(select course_id,count( course_id) from takes group by course_id ) union (select course_id,0 zero from course ) ) except (select distinct course_id,0 zero from takes
1_2_2	7	select course_id,count(*) from (select distinct id,course_id from takes) a group by course_id) union ((select course_id,0 from course) except (select distinct course_id,0 from takes)
1_2_3	7	select course_id,count(*) from (select distinct course_id,takes.id from takes natural join section) a group by course_id) union (select course_id,0 from ((select course_id from course) except (select distinct course_id from (select distinct course_id,takes.id from takes natural join section) b) ) c
1_2_4	7	select course_id,count(course_id) from (select distinct id,course_id from takes) a group by course_id) union (select course_id,0 from ((select course_id from course) except (select distinct course_id from takes)) b
1_2_5	7	select takes.course_id,count (distinct takes.id) from takes group by takes.course_id) union ( (select course.course_id,0 from course) except (select course_id,0 from (select takes.course_id,count(distinct takes.id) from takes group by takes.course_id) a )
1_2_6	7	select course.course_id,(select count(distinct id) from takes where course.course_id=takes.course_id) from course
1_2_7	7	select course_id,count(*) from takes group by course_id) union ((select course_id,0 from course) except (select course_id,0 from takes)
1_2_8	7	select course_id,count(distinct id) from takes group by course_id) union (select distinct course_id,0 from course except select distinct course_id,0 from takes
1_2_9	7	select course_id,count(distinct id) from takes group by course_id) union (select course.course_id,0 from course where course.course_id not in (select course_id from takes)
1_2_10	7	select distinct course_id,count(*) as count from takes group by course_id) union select course_id,0 as count from (select course_id from course except select distinct course_id from takes)
1_2_11	7	select distinct course_id,count(id) from takes group by course_id) union (select course_id,0 from course) except (select distinct course_id,0 from takes
1_2_12	7	select distinct course.course_id,(select count (distinct takes.id) from takes,student where takes.course_id=course.course_id and takes.id=student.id) from course
1_2_13	7	select course.course_id,count(distinct id) from takes right outer join course on (takes.course_id = course.course_id) group by course.course_id
1_2_14	7	select course.course_id,(select count(distinct takes.id) from takes where course.course_id=takes.course_id ) from course
1_2_15	7	select course_id,count(id) from course left outer join takes using (course_id) group by course_id
1_2_16	7	select course_id,count(distinct id) from takes group by course_id) union (select distinct course_id,0 from course where course_id not in (select course_id from takes)
1_2_17	7	with dis as (select distinct takes.course_id,count(distinct takes.id) from takes group by takes.course_id) select course.course_id,0 from course where course.course_id not in (select course_id from dis) union select * from dis
1_2_18	7	select course_id,0 from course except select course_id,0 from (select course.course_id,student.id from course,takes,student where course.course_id = takes.course_id and takes.id = student.id) a union select course_id,count(distinct id) from (select course.course_id,student.id from course,takes,student where course.course_id = takes.course_id and takes.id = student.id) a group by(course_id)
1_2_19	7	with selected as (select course_id,count (distinct id) from takes group by (course_id)) select * from selected union (select course_id,0 from ((select course_id from course) except (select course_id from selected)) a)
1_2_20	7	select course_id,count (*) from (select distinct student.id id,takes.course_id course_id from student,takes where takes.id = student.id) a group by course_id ) union (select course.course_id,0 from course) except (select course_id,0 from ( select course_id,count (*) from (select distinct student.id id,takes.course_id course_id from student,takes where takes.id = student.id) b group by course_id ) c
1_2_21	7	select course.course_id,(select count(takes.course_id) from takes where course.course_id = takes.course_id) as num_students from course
1_2_22	7	select course_id,count(distinct id) from takes group by (course_id)) union (select course_id,0 from ((select course_id from course) except (select distinct course_id from takes)) a
1_2_23	7	select a.course_id,count ( distinct a.id ) as students_in_course from takes a group by a.course_id) union (select course_id,0 from ( (select course_id from course) except (select course_id from takes) ) b
1_2_24	7	select course_id,count(distinct id) from student natural join takes group by course_id) union (select course_id,0 from (select course_id from course except select course_id from takes) a
1_2_25	7	select course_id,count(distinct id) from student natural join takes group by course_id) union ( select course_id,0 from ((select course_id from course) except (select course_id from takes)) a
1_2_26	7	select course.course_id,(select count(distinct takes.id) from takes where course.course_id=takes.course_id) from course
1_2_27	7	select distinct course_id,count(id) as total_students from (select * from section natural join takes) t group by course_id union select distinct course.course_id,0 total_students from course where course.course_id not in (select distinct section.course_id from section )
1_2_28	7	with t as (select distinct id,course_id from takes natural join section) select course.course_id,count(distinct id) from course left outer join t on (t.course_id = course.course_id) group by course.course_id
1_2_29	7	with data as (select course.title,student.id from course,takes,student where takes.id = student.id and takes.course_id = course.course_id) select distinct data.id,(select count(id) from data d where d.title = data.title) students from data
1_2_30	7	with t as (select distinct id,course_id from takes natural join section) select course.course_id,count(*) from t right outer join course on (t.course_id = course.course_id) group by course.course_id
1_2_31	7	select course_id,count(course_id) from takes group by course_id) union ( (select course_id,0 zero from course ) except (select course_id,0 zero from takes)
1_2_32	7	select takes.course_id,count (distinct takes.id) from takes group by takes.course_id ) union ((select course_id,0 from course) except (select course_id,0 from (select takes.course_id,count (distinct takes.id) from takes group by takes.course_id ) a)
1_2_33	7	select course_id,count(distinct id) from takes group by course_id) union (select course_id,0 credits from course where course_id not in (select course_id from takes)
1_2_34	7	with taken_courses as (select course_id,count(*) from (select distinct id,course_id from takes) a group by course_id) (select * from taken_courses) union (select distinct course.course_id,0 from course where course.course_id not in (select course_id from taken_courses))
1_2_35	7	select course_id,count(id) from (select distinct course.course_id,id from takes right outer join course on (takes.course_id = course.course_id)) a group by course_id
1_2_36	7	select course.course_id,count(distinct id) from takes right outer join course on(course.course_id = takes.course_id) group by course.course_id
1_2_37	7	select course_id,count (course_id) from takes group by course_id) union (select course_id,0 from course where course_id not in (select course_id from takes)
1_2_38	7	select course_id,count(distinct id) from takes group by course_id) union select course_id,0 from ( (select course_id from course) except (select course_id from takes) )
